type,fold,rna_idx,drug_idx,label,split
rna,3,310,74,0,train
rna,3,291,6,0,train
rna,3,4,35,0,train
rna,3,425,2,0,train
rna,3,523,10,0,train
rna,3,171,103,0,train
rna,3,107,40,0,train
rna,3,513,83,0,train
rna,3,95,110,0,train
rna,3,72,19,0,train
rna,3,618,116,0,train
rna,3,601,2,0,train
rna,3,332,93,0,train
rna,3,1,96,0,train
rna,3,10,89,0,train
rna,3,143,56,0,train
rna,3,90,74,0,train
rna,3,259,80,0,train
rna,3,269,69,0,train
rna,3,218,50,0,train
rna,3,44,94,0,train
rna,3,379,116,0,train
rna,3,68,114,0,train
rna,3,310,73,0,train
rna,3,515,15,0,train
rna,3,109,104,0,train
rna,3,89,55,0,train
rna,3,287,43,0,train
rna,3,164,85,0,train
rna,3,423,60,0,train
rna,3,243,40,0,train
rna,3,576,52,0,train
rna,3,280,65,0,train
rna,3,299,94,0,train
rna,3,579,51,0,train
rna,3,435,24,0,train
rna,3,7,27,0,train
rna,3,192,42,0,train
rna,3,343,69,0,train
rna,3,143,73,0,train
rna,3,206,18,0,train
rna,3,12,38,0,train
rna,3,244,23,0,train
rna,3,531,116,0,train
rna,3,221,76,0,train
rna,3,344,61,0,train
rna,3,382,56,0,train
rna,3,560,119,0,train
rna,3,575,87,0,train
rna,3,462,114,0,train
rna,3,334,26,0,train
rna,3,565,60,0,train
rna,3,436,68,0,train
rna,3,526,86,0,train
rna,3,427,93,0,train
rna,3,272,77,0,train
rna,3,482,47,0,train
rna,3,572,118,0,train
rna,3,333,46,0,train
rna,3,501,100,0,train
rna,3,372,20,0,train
rna,3,500,7,0,train
rna,3,509,65,0,train
rna,3,81,67,0,train
rna,3,100,61,0,train
rna,3,550,43,0,train
rna,3,386,44,0,train
rna,3,567,30,0,train
rna,3,30,57,0,train
rna,3,531,59,0,train
rna,3,387,84,0,train
rna,3,151,51,0,train
rna,3,238,47,0,train
rna,3,79,17,0,train
rna,3,52,24,0,train
rna,3,52,111,0,train
rna,3,529,118,0,train
rna,3,315,91,0,train
rna,3,30,64,0,train
rna,3,286,43,0,train
rna,3,323,31,0,train
rna,3,397,117,0,train
rna,3,466,50,0,train
rna,3,73,9,0,train
rna,3,146,90,0,train
rna,3,610,80,0,train
rna,3,98,101,0,train
rna,3,129,90,0,train
rna,3,160,103,0,train
rna,3,315,94,0,train
rna,3,268,53,0,train
rna,3,228,101,0,train
rna,3,277,100,0,train
rna,3,474,99,0,train
rna,3,425,72,0,train
rna,3,248,4,0,train
rna,3,597,43,0,train
rna,3,153,94,0,train
rna,3,21,63,0,train
rna,3,591,104,0,train
rna,3,608,44,0,train
rna,3,332,115,0,train
rna,3,489,81,0,train
rna,3,421,61,0,train
rna,3,211,98,0,train
rna,3,65,114,0,train
rna,3,244,34,0,train
rna,3,227,104,0,train
rna,3,329,98,0,train
rna,3,216,9,0,train
rna,3,149,62,0,train
rna,3,614,16,0,train
rna,3,315,87,0,train
rna,3,435,108,0,train
rna,3,286,73,0,train
rna,3,301,55,0,train
rna,3,129,111,0,train
rna,3,525,41,0,train
rna,3,47,94,0,train
rna,3,401,119,0,train
rna,3,526,53,0,train
rna,3,572,47,0,train
rna,3,148,106,0,train
rna,3,51,112,0,train
rna,3,51,85,0,train
rna,3,123,64,0,train
rna,3,170,17,0,train
rna,3,118,15,0,train
rna,3,561,45,0,train
rna,3,451,81,0,train
rna,3,619,10,0,train
rna,3,401,29,0,train
rna,3,232,96,0,train
rna,3,123,84,0,train
rna,3,410,7,0,train
rna,3,201,110,0,train
rna,3,460,19,0,train
rna,3,195,38,0,train
rna,3,109,70,0,train
rna,3,454,1,0,train
rna,3,426,94,0,train
rna,3,215,1,0,train
rna,3,338,54,0,train
rna,3,320,34,0,train
rna,3,187,21,0,train
rna,3,306,97,0,train
rna,3,84,17,0,train
rna,3,482,115,0,train
rna,3,573,67,0,train
rna,3,579,86,0,train
rna,3,333,13,0,train
rna,3,71,60,0,train
rna,3,475,96,0,train
rna,3,501,42,0,train
rna,3,580,46,0,train
rna,3,545,23,0,train
rna,3,494,90,0,train
rna,3,202,109,0,train
rna,3,149,49,0,train
rna,3,351,84,0,train
rna,3,542,32,0,train
rna,3,406,64,0,train
rna,3,495,18,0,train
rna,3,518,105,0,train
rna,3,241,104,0,train
rna,3,268,86,0,train
rna,3,376,102,0,train
rna,3,569,84,0,train
rna,3,531,71,0,train
rna,3,538,6,0,train
rna,3,580,42,0,train
rna,3,510,8,0,train
rna,3,87,108,0,train
rna,3,543,103,0,train
rna,3,23,28,0,train
rna,3,569,101,0,train
rna,3,314,25,0,train
rna,3,116,107,0,train
rna,3,236,29,0,train
rna,3,195,4,0,train
rna,3,186,74,0,train
rna,3,327,53,0,train
rna,3,43,95,0,train
rna,3,306,88,0,train
rna,3,549,104,0,train
rna,3,131,6,0,train
rna,3,339,116,0,train
rna,3,559,70,0,train
rna,3,51,87,0,train
rna,3,523,40,0,train
rna,3,410,95,0,train
rna,3,123,96,0,train
rna,3,324,27,0,train
rna,3,363,12,0,train
rna,3,110,111,0,train
rna,3,475,66,0,train
rna,3,131,66,0,train
rna,3,252,65,0,train
rna,3,541,13,0,train
rna,3,378,86,0,train
rna,3,299,69,0,train
rna,3,308,61,0,train
rna,3,295,91,0,train
rna,3,279,81,0,train
rna,3,210,25,0,train
rna,3,44,114,0,train
rna,3,44,13,0,train
rna,3,61,76,0,train
rna,3,275,115,0,train
rna,3,72,94,0,train
rna,3,445,99,0,train
rna,3,326,7,0,train
rna,3,122,25,0,train
rna,3,203,24,0,train
rna,3,596,31,0,train
rna,3,459,27,0,train
rna,3,458,120,0,train
rna,3,283,55,0,train
rna,3,343,115,0,train
rna,3,489,18,0,train
rna,3,35,64,0,train
rna,3,360,31,0,train
rna,3,220,60,0,train
rna,3,513,93,0,train
rna,3,597,49,0,train
rna,3,49,37,0,train
rna,3,453,95,0,train
rna,3,115,20,0,train
rna,3,205,92,0,train
rna,3,15,116,0,train
rna,3,454,34,0,train
rna,3,545,73,0,train
rna,3,548,20,0,train
rna,3,554,95,0,train
rna,3,264,21,0,train
rna,3,118,77,0,train
rna,3,514,109,0,train
rna,3,93,57,0,train
rna,3,187,83,0,train
rna,3,552,97,0,train
rna,3,481,28,0,train
rna,3,304,41,0,train
rna,3,392,117,0,train
rna,3,115,66,0,train
rna,3,241,53,0,train
rna,3,270,39,0,train
rna,3,504,23,0,train
rna,3,13,94,0,train
rna,3,573,73,0,train
rna,3,574,81,0,train
rna,3,200,70,0,train
rna,3,144,61,0,train
rna,3,91,70,0,train
rna,3,488,74,0,train
rna,3,572,18,0,train
rna,3,105,71,0,train
rna,3,550,78,0,train
rna,3,90,94,0,train
rna,3,212,103,0,train
rna,3,99,11,0,train
rna,3,445,78,0,train
rna,3,541,35,0,train
rna,3,238,19,0,train
rna,3,413,106,0,train
rna,3,101,61,0,train
rna,3,4,58,0,train
rna,3,232,42,0,train
rna,3,526,102,0,train
rna,3,446,2,0,train
rna,3,256,39,0,train
rna,3,339,50,0,train
rna,3,588,62,0,train
rna,3,108,51,0,train
rna,3,459,25,0,train
rna,3,114,48,0,train
rna,3,68,25,0,train
rna,3,384,57,0,train
rna,3,22,36,0,train
rna,3,164,76,0,train
rna,3,306,12,0,train
rna,3,129,120,0,train
rna,3,421,2,0,train
rna,3,155,55,0,train
rna,3,293,66,0,train
rna,3,410,77,0,train
rna,3,379,10,0,train
rna,3,92,97,0,train
rna,3,466,58,0,train
rna,3,331,88,0,train
rna,3,98,107,0,train
rna,3,548,38,0,train
rna,3,413,82,0,train
rna,3,615,52,0,train
rna,3,20,36,0,train
rna,3,276,50,0,train
rna,3,143,112,0,train
rna,3,279,17,0,train
rna,3,43,27,0,train
rna,3,105,62,0,train
rna,3,269,71,0,train
rna,3,6,116,0,train
rna,3,477,102,0,train
rna,3,102,55,0,train
rna,3,459,50,0,train
rna,3,185,25,0,train
rna,3,574,103,0,train
rna,3,500,14,0,train
rna,3,614,87,0,train
rna,3,388,2,0,train
rna,3,596,114,0,train
rna,3,399,70,0,train
rna,3,88,69,0,train
rna,3,276,95,0,train
rna,3,90,16,0,train
rna,3,480,56,0,train
rna,3,307,118,0,train
rna,3,401,15,0,train
rna,3,505,76,0,train
rna,3,573,84,0,train
rna,3,120,34,0,train
rna,3,322,45,0,train
rna,3,540,52,0,train
rna,3,287,115,0,train
rna,3,371,87,0,train
rna,3,479,13,0,train
rna,3,463,111,0,train
rna,3,339,88,0,train
rna,3,602,65,0,train
rna,3,120,49,0,train
rna,3,286,3,0,train
rna,3,239,49,0,train
rna,3,489,74,0,train
rna,3,151,21,0,train
rna,3,543,0,0,train
rna,3,406,18,0,train
rna,3,247,93,0,train
rna,3,146,73,0,train
rna,3,3,0,1,test
rna,3,3,10,1,test
rna,3,3,16,1,test
rna,3,5,0,1,test
rna,3,5,9,1,test
rna,3,8,0,1,test
rna,3,8,5,1,test
rna,3,8,8,1,test
rna,3,8,10,1,test
rna,3,8,13,1,test
rna,3,8,18,1,test
rna,3,8,19,1,test
rna,3,8,25,1,test
rna,3,8,26,1,test
rna,3,8,27,1,test
rna,3,8,28,1,test
rna,3,8,29,1,test
rna,3,8,30,1,test
rna,3,16,0,1,test
rna,3,16,6,1,test
rna,3,16,9,1,test
rna,3,16,10,1,test
rna,3,16,17,1,test
rna,3,16,36,1,test
rna,3,16,37,1,test
rna,3,17,0,1,test
rna,3,17,1,1,test
rna,3,19,0,1,test
rna,3,19,10,1,test
rna,3,19,18,1,test
rna,3,19,39,1,test
rna,3,25,0,1,test
rna,3,25,1,1,test
rna,3,25,3,1,test
rna,3,25,7,1,test
rna,3,25,9,1,test
rna,3,25,10,1,test
rna,3,25,17,1,test
rna,3,25,22,1,test
rna,3,25,38,1,test
rna,3,25,43,1,test
rna,3,26,0,1,test
rna,3,26,5,1,test
rna,3,26,44,1,test
rna,3,31,10,1,test
rna,3,31,48,1,test
rna,3,36,0,1,test
rna,3,36,3,1,test
rna,3,36,5,1,test
rna,3,36,13,1,test
rna,3,36,50,1,test
rna,3,36,52,1,test
rna,3,37,0,1,test
rna,3,37,3,1,test
rna,3,37,5,1,test
rna,3,38,1,1,test
rna,3,38,38,1,test
rna,3,38,52,1,test
rna,3,45,3,1,test
rna,3,45,7,1,test
rna,3,45,13,1,test
rna,3,45,17,1,test
rna,3,45,52,1,test
rna,3,48,0,1,test
rna,3,48,5,1,test
rna,3,48,10,1,test
rna,3,48,34,1,test
rna,3,48,52,1,test
rna,3,50,10,1,test
rna,3,50,19,1,test
rna,3,50,62,1,test
rna,3,50,63,1,test
rna,3,57,1,1,test
rna,3,57,13,1,test
rna,3,57,26,1,test
rna,3,57,52,1,test
rna,3,59,5,1,test
rna,3,59,9,1,test
rna,3,59,13,1,test
rna,3,59,26,1,test
rna,3,59,34,1,test
rna,3,59,52,1,test
rna,3,59,57,1,test
rna,3,67,1,1,test
rna,3,67,52,1,test
rna,3,74,0,1,test
rna,3,74,1,1,test
rna,3,74,5,1,test
rna,3,74,6,1,test
rna,3,74,8,1,test
rna,3,74,9,1,test
rna,3,74,10,1,test
rna,3,74,18,1,test
rna,3,74,19,1,test
rna,3,74,26,1,test
rna,3,74,31,1,test
rna,3,74,32,1,test
rna,3,74,37,1,test
rna,3,74,40,1,test
rna,3,74,48,1,test
rna,3,74,52,1,test
rna,3,74,53,1,test
rna,3,74,54,1,test
rna,3,74,55,1,test
rna,3,74,57,1,test
rna,3,74,59,1,test
rna,3,74,67,1,test
rna,3,74,68,1,test
rna,3,74,69,1,test
rna,3,94,1,1,test
rna,3,94,13,1,test
rna,3,103,0,1,test
rna,3,103,1,1,test
rna,3,103,3,1,test
rna,3,103,10,1,test
rna,3,103,17,1,test
rna,3,103,34,1,test
rna,3,103,52,1,test
rna,3,103,75,1,test
rna,3,111,0,1,test
rna,3,111,34,1,test
rna,3,113,0,1,test
rna,3,113,1,1,test
rna,3,113,5,1,test
rna,3,113,6,1,test
rna,3,113,37,1,test
rna,3,113,52,1,test
rna,3,119,5,1,test
rna,3,119,29,1,test
rna,3,126,0,1,test
rna,3,126,5,1,test
rna,3,126,6,1,test
rna,3,126,9,1,test
rna,3,126,13,1,test
rna,3,126,16,1,test
rna,3,126,18,1,test
rna,3,126,29,1,test
rna,3,126,52,1,test
rna,3,126,75,1,test
rna,3,126,79,1,test
rna,3,126,80,1,test
rna,3,139,0,1,test
rna,3,139,5,1,test
rna,3,139,13,1,test
rna,3,139,29,1,test
rna,3,141,0,1,test
rna,3,141,1,1,test
rna,3,141,5,1,test
rna,3,141,7,1,test
rna,3,141,10,1,test
rna,3,141,13,1,test
rna,3,141,18,1,test
rna,3,141,19,1,test
rna,3,141,29,1,test
rna,3,141,50,1,test
rna,3,141,52,1,test
rna,3,141,75,1,test
rna,3,141,82,1,test
rna,3,141,86,1,test
rna,3,150,6,1,test
rna,3,150,9,1,test
rna,3,150,10,1,test
rna,3,150,13,1,test
rna,3,150,42,1,test
rna,3,150,87,1,test
rna,3,152,0,1,test
rna,3,152,6,1,test
rna,3,152,7,1,test
rna,3,154,0,1,test
rna,3,154,1,1,test
rna,3,154,5,1,test
rna,3,154,29,1,test
rna,3,154,52,1,test
rna,3,154,75,1,test
rna,3,157,0,1,test
rna,3,157,1,1,test
rna,3,157,5,1,test
rna,3,157,7,1,test
rna,3,157,13,1,test
rna,3,157,14,1,test
rna,3,157,16,1,test
rna,3,157,17,1,test
rna,3,157,18,1,test
rna,3,157,29,1,test
rna,3,157,52,1,test
rna,3,157,84,1,test
rna,3,162,0,1,test
rna,3,162,5,1,test
rna,3,162,7,1,test
rna,3,168,1,1,test
rna,3,168,52,1,test
rna,3,172,0,1,test
rna,3,172,1,1,test
rna,3,172,3,1,test
rna,3,172,5,1,test
rna,3,172,52,1,test
rna,3,173,10,1,test
rna,3,173,19,1,test
rna,3,173,20,1,test
rna,3,173,23,1,test
rna,3,175,0,1,test
rna,3,175,1,1,test
rna,3,175,5,1,test
rna,3,175,10,1,test
rna,3,175,13,1,test
rna,3,175,14,1,test
rna,3,175,18,1,test
rna,3,175,26,1,test
rna,3,175,52,1,test
rna,3,175,84,1,test
rna,3,180,0,1,test
rna,3,180,1,1,test
rna,3,180,5,1,test
rna,3,180,14,1,test
rna,3,180,18,1,test
rna,3,180,26,1,test
rna,3,180,52,1,test
rna,3,180,84,1,test
rna,3,190,0,1,test
rna,3,190,1,1,test
rna,3,193,0,1,test
rna,3,193,6,1,test
rna,3,193,10,1,test
rna,3,193,17,1,test
rna,3,194,0,1,test
rna,3,194,10,1,test
rna,3,207,0,1,test
rna,3,207,5,1,test
rna,3,207,7,1,test
rna,3,207,13,1,test
rna,3,207,16,1,test
rna,3,207,18,1,test
rna,3,207,43,1,test
rna,3,222,9,1,test
rna,3,222,13,1,test
rna,3,225,3,1,test
rna,3,225,5,1,test
rna,3,225,16,1,test
rna,3,225,38,1,test
rna,3,226,7,1,test
rna,3,226,10,1,test
rna,3,229,0,1,test
rna,3,229,5,1,test
rna,3,229,18,1,test
rna,3,229,27,1,test
rna,3,229,31,1,test
rna,3,229,49,1,test
rna,3,229,52,1,test
rna,3,229,57,1,test
rna,3,229,107,1,test
rna,3,229,108,1,test
rna,3,237,0,1,test
rna,3,237,1,1,test
rna,3,237,5,1,test
rna,3,237,6,1,test
rna,3,237,10,1,test
rna,3,237,14,1,test
rna,3,237,18,1,test
rna,3,237,31,1,test
rna,3,237,57,1,test
rna,3,237,84,1,test
rna,3,237,110,1,test
rna,3,245,0,1,test
rna,3,245,1,1,test
rna,3,245,5,1,test
rna,3,245,8,1,test
rna,3,245,37,1,test
rna,3,245,42,1,test
rna,3,245,76,1,test
rna,3,245,114,1,test
rna,3,245,115,1,test
rna,3,253,0,1,test
rna,3,253,1,1,test
rna,3,253,5,1,test
rna,3,253,18,1,test
rna,3,253,52,1,test
rna,3,255,5,1,test
rna,3,255,29,1,test
rna,3,262,1,1,test
rna,3,262,26,1,test
rna,3,262,52,1,test
rna,3,263,0,1,test
rna,3,263,5,1,test
rna,3,263,10,1,test
rna,3,263,18,1,test
rna,3,263,38,1,test
rna,3,263,49,1,test
rna,3,263,52,1,test
rna,3,263,75,1,test
rna,3,266,0,1,test
rna,3,266,5,1,test
rna,3,266,10,1,test
rna,3,266,13,1,test
rna,3,266,16,1,test
rna,3,266,17,1,test
rna,3,266,19,1,test
rna,3,266,39,1,test
rna,3,266,57,1,test
rna,3,266,75,1,test
rna,3,266,91,1,test
rna,3,292,2,1,test
rna,3,292,10,1,test
rna,3,297,1,1,test
rna,3,297,52,1,test
rna,3,303,1,1,test
rna,3,303,52,1,test
rna,3,305,1,1,test
rna,3,305,52,1,test
rna,3,309,1,1,test
rna,3,309,52,1,test
rna,3,316,0,1,test
rna,3,316,5,1,test
rna,3,316,7,1,test
rna,3,316,29,1,test
rna,3,316,50,1,test
rna,3,316,51,1,test
rna,3,316,57,1,test
rna,3,319,0,1,test
rna,3,319,1,1,test
rna,3,319,5,1,test
rna,3,319,7,1,test
rna,3,319,16,1,test
rna,3,319,29,1,test
rna,3,319,38,1,test
rna,3,319,52,1,test
rna,3,319,57,1,test
rna,3,321,1,1,test
rna,3,321,5,1,test
rna,3,321,29,1,test
rna,3,321,52,1,test
rna,3,328,0,1,test
rna,3,328,5,1,test
rna,3,328,14,1,test
rna,3,328,19,1,test
rna,3,328,27,1,test
rna,3,335,0,1,test
rna,3,335,1,1,test
rna,3,335,52,1,test
rna,3,349,0,1,test
rna,3,349,1,1,test
rna,3,349,16,1,test
rna,3,349,52,1,test
rna,3,349,56,1,test
rna,3,350,0,1,test
rna,3,350,1,1,test
rna,3,350,13,1,test
rna,3,350,52,1,test
rna,3,350,56,1,test
rna,3,352,0,1,test
rna,3,352,5,1,test
rna,3,352,29,1,test
rna,3,355,0,1,test
rna,3,355,1,1,test
rna,3,355,7,1,test
rna,3,355,34,1,test
rna,3,357,0,1,test
rna,3,357,5,1,test
rna,3,357,29,1,test
rna,3,359,0,1,test
rna,3,359,1,1,test
rna,3,359,5,1,test
rna,3,359,27,1,test
rna,3,359,48,1,test
rna,3,359,52,1,test
rna,3,361,0,1,test
rna,3,361,1,1,test
rna,3,361,52,1,test
rna,3,362,1,1,test
rna,3,362,52,1,test
rna,3,368,0,1,test
rna,3,368,5,1,test
rna,3,368,13,1,test
rna,3,368,27,1,test
rna,3,374,5,1,test
rna,3,374,29,1,test
rna,3,377,0,1,test
rna,3,377,1,1,test
rna,3,377,13,1,test
rna,3,377,52,1,test
rna,3,380,1,1,test
rna,3,380,5,1,test
rna,3,380,16,1,test
rna,3,380,19,1,test
rna,3,380,52,1,test
rna,3,381,0,1,test
rna,3,381,1,1,test
rna,3,381,18,1,test
rna,3,381,52,1,test
rna,3,390,1,1,test
rna,3,390,10,1,test
rna,3,390,52,1,test
rna,3,393,10,1,test
rna,3,393,13,1,test
rna,3,395,5,1,test
rna,3,395,18,1,test
rna,3,396,1,1,test
rna,3,396,52,1,test
rna,3,403,5,1,test
rna,3,403,29,1,test
rna,3,405,1,1,test
rna,3,405,52,1,test
rna,3,407,1,1,test
rna,3,407,52,1,test
rna,3,412,0,1,test
rna,3,412,5,1,test
rna,3,412,16,1,test
rna,3,412,17,1,test
rna,3,412,29,1,test
rna,3,412,38,1,test
rna,3,412,46,1,test
rna,3,412,48,1,test
rna,3,412,57,1,test
rna,3,412,117,1,test
rna,3,415,1,1,test
rna,3,415,52,1,test
rna,3,416,1,1,test
rna,3,416,5,1,test
rna,3,416,29,1,test
rna,3,417,1,1,test
rna,3,417,52,1,test
rna,3,419,1,1,test
rna,3,419,52,1,test
rna,3,420,1,1,test
rna,3,420,5,1,test
rna,3,420,16,1,test
rna,3,420,29,1,test
rna,3,420,52,1,test
rna,3,434,1,1,test
rna,3,434,52,1,test
rna,3,437,1,1,test
rna,3,437,52,1,test
rna,3,439,1,1,test
rna,3,439,10,1,test
rna,3,439,52,1,test
rna,3,449,1,1,test
rna,3,449,52,1,test
rna,3,452,1,1,test
rna,3,452,52,1,test
rna,3,465,5,1,test
rna,3,465,16,1,test
rna,3,465,66,1,test
rna,3,470,5,1,test
rna,3,470,29,1,test
rna,3,470,37,1,test
rna,3,470,57,1,test
rna,3,470,66,1,test
rna,3,478,0,1,test
rna,3,478,5,1,test
rna,3,478,29,1,test
rna,3,483,0,1,test
rna,3,483,7,1,test
rna,3,487,0,1,test
rna,3,487,52,1,test
rna,3,512,7,1,test
rna,3,512,13,1,test
rna,3,516,5,1,test
rna,3,516,29,1,test
rna,3,522,5,1,test
rna,3,522,29,1,test
rna,3,522,64,1,test
rna,3,528,5,1,test
rna,3,528,29,1,test
rna,3,535,0,1,test
rna,3,535,16,1,test
rna,3,535,51,1,test
rna,3,536,0,1,test
rna,3,536,5,1,test
rna,3,536,13,1,test
rna,3,536,29,1,test
rna,3,537,5,1,test
rna,3,537,29,1,test
rna,3,544,1,1,test
rna,3,544,52,1,test
rna,3,547,7,1,test
rna,3,547,51,1,test
rna,3,547,75,1,test
rna,3,551,0,1,test
rna,3,551,13,1,test
rna,3,551,18,1,test
rna,3,551,26,1,test
rna,3,558,5,1,test
rna,3,558,29,1,test
rna,3,558,57,1,test
rna,3,558,79,1,test
rna,3,558,80,1,test
rna,3,568,1,1,test
rna,3,568,13,1,test
rna,3,568,52,1,test
rna,3,570,9,1,test
rna,3,570,13,1,test
rna,3,570,28,1,test
rna,3,571,9,1,test
rna,3,571,13,1,test
rna,3,571,28,1,test
rna,3,583,1,1,test
rna,3,583,5,1,test
rna,3,583,13,1,test
rna,3,583,29,1,test
rna,3,586,10,1,test
rna,3,586,38,1,test
rna,3,589,5,1,test
rna,3,589,10,1,test
rna,3,593,0,1,test
rna,3,593,5,1,test
rna,3,593,13,1,test
rna,3,593,29,1,test
rna,3,594,0,1,test
rna,3,594,5,1,test
rna,3,594,18,1,test
rna,3,594,52,1,test
rna,3,595,1,1,test
rna,3,595,5,1,test
rna,3,595,10,1,test
rna,3,598,5,1,test
rna,3,598,29,1,test
rna,3,599,5,1,test
rna,3,599,13,1,test
rna,3,600,0,1,test
rna,3,600,5,1,test
rna,3,600,10,1,test
rna,3,600,18,1,test
rna,3,600,19,1,test
rna,3,600,37,1,test
rna,3,600,53,1,test
rna,3,600,54,1,test
rna,3,600,55,1,test
rna,3,603,0,1,test
rna,3,603,10,1,test
rna,3,612,1,1,test
rna,3,612,52,1,test
rna,3,613,32,1,test
rna,3,613,75,1,test
rna,3,452,91,0,test
rna,3,594,67,0,test
rna,3,111,27,0,test
rna,3,395,31,0,test
rna,3,16,58,0,test
rna,3,359,84,0,test
rna,3,558,39,0,test
rna,3,478,91,0,test
rna,3,551,40,0,test
rna,3,593,47,0,test
rna,3,111,69,0,test
rna,3,512,100,0,test
rna,3,589,70,0,test
rna,3,173,103,0,test
rna,3,403,16,0,test
rna,3,194,82,0,test
rna,3,355,118,0,test
rna,3,612,4,0,test
rna,3,175,19,0,test
rna,3,362,26,0,test
rna,3,547,3,0,test
rna,3,535,105,0,test
rna,3,139,80,0,test
rna,3,419,20,0,test
rna,3,168,69,0,test
rna,3,36,73,0,test
rna,3,547,21,0,test
rna,3,613,108,0,test
rna,3,598,4,0,test
rna,3,434,30,0,test
rna,3,173,73,0,test
rna,3,593,90,0,test
rna,3,395,65,0,test
rna,3,113,108,0,test
rna,3,59,81,0,test
rna,3,237,15,0,test
rna,3,352,11,0,test
rna,3,175,72,0,test
rna,3,478,107,0,test
rna,3,381,99,0,test
rna,3,253,48,0,test
rna,3,537,87,0,test
rna,3,437,91,0,test
rna,3,571,44,0,test
rna,3,362,65,0,test
rna,3,612,89,0,test
rna,3,516,109,0,test
rna,3,157,27,0,test
rna,3,316,71,0,test
rna,3,253,89,0,test
rna,3,368,99,0,test
rna,3,437,89,0,test
rna,3,25,83,0,test
rna,3,175,98,0,test
rna,3,266,27,0,test
rna,3,349,51,0,test
rna,3,380,89,0,test
rna,3,357,17,0,test
rna,3,245,117,0,test
rna,3,25,4,0,test
rna,3,190,110,0,test
rna,3,349,64,0,test
rna,3,380,94,0,test
rna,3,437,31,0,test
rna,3,535,91,0,test
rna,3,303,72,0,test
rna,3,57,0,0,test
rna,3,111,53,0,test
rna,3,452,8,0,test
rna,3,449,91,0,test
rna,3,180,11,0,test
rna,3,152,87,0,test
rna,3,141,78,0,test
rna,3,419,86,0,test
rna,3,154,57,0,test
rna,3,535,84,0,test
rna,3,537,119,0,test
rna,3,603,13,0,test
rna,3,516,16,0,test
rna,3,126,11,0,test
rna,3,465,93,0,test
rna,3,420,0,0,test
rna,3,59,63,0,test
rna,3,537,1,0,test
rna,3,162,16,0,test
rna,3,439,45,0,test
rna,3,59,10,0,test
rna,3,245,94,0,test
rna,3,31,8,0,test
rna,3,357,86,0,test
rna,3,449,66,0,test
rna,3,374,65,0,test
rna,3,253,111,0,test
rna,3,600,9,0,test
rna,3,535,35,0,test
rna,3,595,33,0,test
rna,3,415,20,0,test
rna,3,395,16,0,test
rna,3,139,109,0,test
rna,3,405,74,0,test
rna,3,162,36,0,test
rna,3,119,101,0,test
rna,3,59,12,0,test
rna,3,612,103,0,test
rna,3,36,43,0,test
rna,3,568,90,0,test
rna,3,470,99,0,test
rna,3,547,14,0,test
rna,3,589,15,0,test
rna,3,237,101,0,test
rna,3,36,117,0,test
rna,3,172,11,0,test
rna,3,168,112,0,test
rna,3,544,25,0,test
rna,3,168,8,0,test
rna,3,603,6,0,test
rna,3,168,90,0,test
rna,3,547,86,0,test
rna,3,362,114,0,test
rna,3,207,101,0,test
rna,3,452,56,0,test
rna,3,594,66,0,test
rna,3,309,14,0,test
rna,3,17,68,0,test
rna,3,439,81,0,test
rna,3,262,87,0,test
rna,3,139,93,0,test
rna,3,111,106,0,test
rna,3,303,48,0,test
rna,3,571,57,0,test
rna,3,374,42,0,test
rna,3,168,63,0,test
rna,3,420,11,0,test
rna,3,434,96,0,test
rna,3,309,53,0,test
rna,3,600,34,0,test
rna,3,571,8,0,test
rna,3,335,83,0,test
rna,3,551,83,0,test
rna,3,544,53,0,test
rna,3,452,15,0,test
rna,3,396,4,0,test
rna,3,598,118,0,test
rna,3,172,37,0,test
rna,3,157,22,0,test
rna,3,157,8,0,test
rna,3,558,49,0,test
rna,3,141,111,0,test
rna,3,316,78,0,test
rna,3,37,40,0,test
rna,3,558,51,0,test
rna,3,393,85,0,test
rna,3,405,20,0,test
rna,3,571,46,0,test
rna,3,419,109,0,test
rna,3,226,96,0,test
rna,3,536,58,0,test
rna,3,8,120,0,test
rna,3,67,22,0,test
rna,3,303,29,0,test
rna,3,595,20,0,test
rna,3,349,48,0,test
rna,3,359,73,0,test
rna,3,412,93,0,test
rna,3,551,15,0,test
rna,3,535,33,0,test
rna,3,321,54,0,test
rna,3,162,8,0,test
rna,3,381,77,0,test
rna,3,437,41,0,test
rna,3,403,114,0,test
rna,3,154,22,0,test
rna,3,162,13,0,test
rna,3,94,79,0,test
rna,3,362,83,0,test
rna,3,37,111,0,test
rna,3,126,39,0,test
rna,3,586,91,0,test
rna,3,253,61,0,test
rna,3,8,9,0,test
rna,3,434,70,0,test
rna,3,25,112,0,test
rna,3,417,39,0,test
rna,3,599,48,0,test
rna,3,420,73,0,test
rna,3,512,112,0,test
rna,3,126,107,0,test
rna,3,309,17,0,test
rna,3,172,113,0,test
rna,3,222,57,0,test
rna,3,111,22,0,test
rna,3,571,47,0,test
rna,3,352,70,0,test
rna,3,152,98,0,test
rna,3,551,24,0,test
rna,3,594,16,0,test
rna,3,478,9,0,test
rna,3,465,120,0,test
rna,3,536,45,0,test
rna,3,26,37,0,test
rna,3,570,104,0,test
rna,3,36,113,0,test
rna,3,536,77,0,test
rna,3,551,32,0,test
rna,3,139,48,0,test
rna,3,162,84,0,test
